X,Y,Slice,DX,DY,Orientation,Coherency,Energy
1887,30,0,-0.846,0.533,32.217,0.487,0.666
1937,30,0,-0.790,0.612,37.759,0.453,0.657
1987,30,0,-0.729,0.685,43.217,0.401,0.630
2037,30,0,-0.686,0.728,46.718,0.329,0.589
2087,30,0,-0.695,0.719,45.964,0.241,0.555
2137,30,0,-0.776,0.629,39.034,0.155,0.545
2187,30,0,-0.898,0.432,25.718,0.093,0.550
2237,30,0,-0.979,0.199,11.472,0.071,0.560
2287,30,0,-0.989,0.150,8.636,0.082,0.565
2337,30,0,-0.980,0.199,11.481,0.118,0.564
2387,30,0,-0.979,0.201,11.609,0.180,0.558
2437,30,0,-0.986,0.164,9.464,0.259,0.547
2487,30,0,-0.992,0.122,7.019,0.330,0.530
2537,30,0,-0.996,0.086,4.940,0.379,0.522
2587,30,0,-0.998,0.061,3.473,0.416,0.531
2637,30,0,-0.999,0.042,2.428,0.456,0.547
2687,30,0,-1.000,0.019,1.106,0.508,0.568
2737,30,0,-1.000,-0.016,-0.919,0.559,0.597
2787,30,0,-0.998,-0.067,-3.822,0.589,0.624
2837,30,0,-0.992,-0.128,-7.347,0.599,0.642
2887,30,0,-0.985,-0.175,-10.059,0.611,0.646
2937,30,0,-0.984,-0.179,-10.310,0.638,0.637
2987,30,0,-0.989,-0.146,-8.368,0.668,0.621
3037,30,0,-0.994,-0.107,-6.171,0.687,0.607
3087,30,0,-0.996,-0.094,-5.406,0.690,0.596
3137,30,0,-0.993,-0.116,-6.645,0.678,0.584
3187,30,0,-0.986,-0.165,-9.491,0.656,0.570
3237,30,0,-0.975,-0.223,-12.883,0.628,0.548
3287,30,0,-0.961,-0.276,-16.043,0.592,0.517
3337,30,0,-0.945,-0.326,-19.047,0.536,0.480
3387,30,0,-0.925,-0.378,-22.243,0.466,0.454
3437,30,0,-0.905,-0.425,-25.168,0.421,0.452
3487,30,0,-0.891,-0.453,-26.953,0.422,0.462
3537,30,0,-0.885,-0.466,-27.800,0.449,0.471
3587,30,0,-0.881,-0.473,-28.223,0.485,0.491
3637,30,0,-0.879,-0.477,-28.503,0.518,0.536
3687,30,0,-0.878,-0.479,-28.649,0.533,0.585
3737,30,0,-0.879,-0.476,-28.425,0.520,0.617
3787,30,0,-0.887,-0.463,-27.551,0.477,0.631
3837,30,0,-0.903,-0.430,-25.482,0.425,0.631
3887,30,0,-0.927,-0.373,-21.924,0.391,0.625
3937,30,0,-0.953,-0.301,-17.521,0.383,0.609
3987,30,0,-0.972,-0.233,-13.497,0.383,0.585
4037,30,0,-0.981,-0.196,-11.294,0.373,0.565
4087,30,0,-0.977,-0.212,-12.226,0.360,0.557
4137,30,0,-0.961,-0.277,-16.092,0.378,0.558
4187,30,0,-0.940,-0.341,-19.961,0.436,0.573
4237,30,0,-0.930,-0.366,-21.494,0.497,0.612
4287,30,0,-0.933,-0.359,-21.065,0.526,0.656
4337,30,0,-0.942,-0.336,-19.634,0.533,0.677
4387,30,0,-0.950,-0.311,-18.112,0.540,0.658
4437,30,0,-0.954,-0.301,-17.518,0.558,0.609
4487,30,0,-0.952,-0.308,-17.913,0.581,0.554
4537,30,0,-0.950,-0.312,-18.181,0.600,0.512
4587,30,0,-0.953,-0.303,-17.643,0.611,0.487
4637,30,0,-0.956,-0.294,-17.095,0.622,0.478
4687,30,0,-0.954,-0.301,-17.509,0.634,0.484
4737,30,0,-0.948,-0.319,-18.597,0.638,0.488
4787,30,0,-0.941,-0.338,-19.757,0.628,0.471
4837,30,0,-0.934,-0.358,-20.986,0.607,0.441
4887,30,0,-0.924,-0.381,-22.405,0.582,0.426
4937,30,0,-0.916,-0.400,-23.595,0.568,0.438
4987,30,0,-0.915,-0.404,-23.836,0.557,0.449
5037,30,0,-0.921,-0.388,-22.855,0.534,0.438
5087,30,0,-0.933,-0.360,-21.092,0.511,0.420
5137,30,0,-0.943,-0.332,-19.375,0.512,0.423
5187,30,0,-0.952,-0.307,-17.867,0.540,0.457
5237,30,0,-0.959,-0.284,-16.506,0.576,0.503
5287,30,0,-0.961,-0.275,-15.973,0.604,0.523
5337,30,0,-0.955,-0.296,-17.247,0.614,0.507
5387,30,0,-0.938,-0.347,-20.285,0.613,0.486
5437,30,0,-0.920,-0.391,-23.029,0.611,0.479
5487,30,0,-0.916,-0.400,-23.607,0.593,0.460
5537,30,0,-0.928,-0.373,-21.906,0.552,0.416
5587,30,0,-0.945,-0.326,-19.045,0.501,0.369
5637,30,0,-0.959,-0.284,-16.496,0.461,0.344
5687,30,0,-0.969,-0.245,-14.172,0.444,0.348
5737,30,0,-0.979,-0.206,-11.871,0.452,0.378
5787,30,0,-0.982,-0.191,-10.999,0.470,0.417
5837,30,0,-0.977,-0.212,-12.231,0.475,0.444
5887,30,0,-0.965,-0.260,-15.065,0.468,0.451
5937,30,0,-0.947,-0.321,-18.747,0.470,0.438
5987,30,0,-0.925,-0.379,-22.297,0.496,0.421
6037,30,0,-0.907,-0.421,-24.898,0.532,0.413
6087,30,0,-0.890,-0.456,-27.103,0.545,0.419
6137,30,0,-0.866,-0.499,-29.949,0.523,0.440
6187,30,0,-0.838,-0.545,-33.018,0.486,0.477
6237,30,0,-0.823,-0.569,-34.663,0.467,0.519
6287,30,0,-0.830,-0.558,-33.939,0.480,0.546
6337,30,0,-0.848,-0.530,-32.012,0.514,0.541
6387,30,0,-0.858,-0.514,-30.909,0.553,0.517
6437,30,0,-0.855,-0.519,-31.268,0.583,0.496
6487,30,0,-0.844,-0.536,-32.404,0.600,0.487
6537,30,0,-0.831,-0.556,-33.796,0.597,0.477
6587,30,0,-0.816,-0.577,-35.269,0.568,0.456
6637,30,0,-0.802,-0.597,-36.692,0.514,0.425
6687,30,0,-0.787,-0.616,-38.056,0.444,0.394
6737,30,0,-0.773,-0.635,-39.403,0.377,0.376
6787,30,0,-0.762,-0.648,-40.363,0.317,0.379
6837,30,0,-0.771,-0.637,-39.554,0.263,0.393
6887,30,0,-0.809,-0.588,-36.008,0.220,0.402
6937,30,0,-0.857,-0.515,-30.987,0.199,0.408
6987,30,0,-0.902,-0.430,-25.454,0.203,0.420
7037,30,0,-0.947,-0.319,-18.597,0.233,0.437
7087,30,0,-0.978,-0.206,-11.911,0.290,0.447
7137,30,0,-0.989,-0.144,-8.308,0.363,0.446
7187,30,0,-0.989,-0.146,-8.368,0.436,0.440
7237,30,0,-0.984,-0.180,-10.355,0.500,0.435
7287,30,0,-0.978,-0.211,-12.153,0.544,0.434
7337,30,0,-0.994,-0.053,-3.029,0.134,0.104
37,80,0,-0.045,0.999,87.444,0.449,0.269
87,80,0,-0.029,1.000,88.312,0.435,0.303
137,80,0,-0.017,-0.385,-87.473,0.416,0.341
187,80,0,-0.087,-0.996,-85.031,0.407,0.363
237,80,0,-0.166,-0.986,-80.438,0.419,0.366
287,80,0,-0.221,-0.975,-77.234,0.441,0.364
337,80,0,-0.253,-0.967,-75.343,0.459,0.364
387,80,0,-0.277,-0.961,-73.906,0.470,0.359
437,80,0,-0.301,-0.954,-72.506,0.476,0.342
487,80,0,-0.326,-0.945,-70.947,0.468,0.314
537,80,0,-0.369,-0.929,-68.315,0.438,0.290
587,80,0,-0.443,-0.896,-63.671,0.414,0.284
637,80,0,-0.516,-0.857,-58.961,0.435,0.300
687,80,0,-0.552,-0.834,-56.516,0.474,0.322
737,80,0,-0.564,-0.826,-55.656,0.493,0.332
787,80,0,-0.577,-0.817,-54.747,0.485,0.329
837,80,0,-0.611,-0.791,-52.343,0.452,0.320
887,80,0,-0.671,-0.740,-47.801,0.410,0.311
937,80,0,-0.740,-0.672,-42.246,0.388,0.309
987,80,0,-0.778,-0.628,-38.885,0.400,0.320
1037,80,0,-0.778,-0.628,-38.900,0.416,0.341
1087,80,0,-0.760,-0.650,-40.528,0.420,0.363
1137,80,0,-0.749,-0.663,-41.501,0.413,0.382
1187,80,0,-0.761,-0.649,-40.473,0.381,0.397
1237,80,0,-0.792,-0.610,-37.615,0.314,0.404
1287,80,0,-0.829,-0.559,-33.964,0.230,0.409
1337,80,0,-0.861,-0.509,-30.576,0.155,0.422
1387,80,0,-0.895,-0.445,-26.453,0.104,0.449
1437,80,0,-0.962,-0.250,-14.592,0.070,0.475
1487,80,0,-0.957,0.238,13.991,0.072,0.484
1537,80,0,-0.845,0.531,32.150,0.143,0.484
1587,80,0,-0.810,0.586,35.917,0.236,0.496
1637,80,0,-0.820,0.572,34.928,0.317,0.529
1687,80,0,-0.840,0.542,32.816,0.382,0.570
1737,80,0,-0.858,0.514,30.943,0.430,0.604
1787,80,0,-0.866,0.500,30.016,0.462,0.622
1837,80,0,-0.857,0.516,31.040,0.474,0.625
1887,80,0,-0.824,0.566,34.477,0.462,0.619
1937,80,0,-0.772,0.634,39.395,0.433,0.610
1987,80,0,-0.717,0.696,44.149,0.387,0.589
2037,80,0,-0.679,0.734,47.256,0.321,0.558
2087,80,0,-0.681,0.733,47.110,0.236,0.534
2137,80,0,-0.731,0.681,42.941,0.143,0.533
2187,80,0,-0.817,0.566,34.699,0.067,0.550
2237,80,0,-0.927,0.337,19.966,0.034,0.571
2287,80,0,-0.963,0.257,14.930,0.053,0.579
2337,80,0,-0.954,0.298,17.362,0.106,0.574
2387,80,0,-0.959,0.281,16.320,0.181,0.565
2437,80,0,-0.973,0.228,13.164,0.258,0.555
2487,80,0,-0.986,0.163,9.386,0.319,0.542
2537,80,0,-0.995,0.101,5.788,0.363,0.536
2587,80,0,-0.998,0.057,3.263,0.406,0.543
2637,80,0,-0.999,0.034,1.925,0.456,0.557
2687,80,0,-1.000,0.016,0.930,0.510,0.572
2737,80,0,-1.000,-0.009,-0.517,0.556,0.586
2787,80,0,-0.999,-0.051,-2.939,0.581,0.594
2837,80,0,-0.994,-0.108,-6.224,0.591,0.603
2887,80,0,-0.988,-0.154,-8.877,0.611,0.618
2937,80,0,-0.987,-0.161,-9.293,0.647,0.630
2987,80,0,-0.991,-0.136,-7.812,0.680,0.630
3037,80,0,-0.994,-0.105,-6.047,0.694,0.618
3087,80,0,-0.996,-0.093,-5.326,0.687,0.599
3137,80,0,-0.994,-0.109,-6.268,0.665,0.578
3187,80,0,-0.988,-0.153,-8.809,0.637,0.561
3237,80,0,-0.978,-0.210,-12.123,0.607,0.545
3287,80,0,-0.964,-0.266,-15.413,0.570,0.527
3337,80,0,-0.948,-0.319,-18.595,0.512,0.504
3387,80,0,-0.929,-0.369,-21.666,0.441,0.486
3437,80,0,-0.914,-0.405,-23.902,0.394,0.480
3487,80,0,-0.907,-0.420,-24.862,0.393,0.482
3537,80,0,-0.904,-0.428,-25.338,0.418,0.486
3587,80,0,-0.899,-0.437,-25.946,0.451,0.505
3637,80,0,-0.893,-0.450,-26.753,0.481,0.549
3687,80,0,-0.887,-0.461,-27.485,0.495,0.597
3737,80,0,-0.884,-0.467,-27.863,0.484,0.626
3787,80,0,-0.886,-0.464,-27.662,0.445,0.636
3837,80,0,-0.897,-0.442,-26.233,0.395,0.632
3887,80,0,-0.921,-0.390,-22.956,0.363,0.618
3937,80,0,-0.949,-0.314,-18.310,0.364,0.599
3987,80,0,-0.971,-0.239,-13.835,0.382,0.578
4037,80,0,-0.981,-0.192,-11.082,0.388,0.565
4087,80,0,-0.981,-0.194,-11.205,0.380,0.561
4137,80,0,-0.968,-0.249,-14.404,0.385,0.560
4187,80,0,-0.949,-0.316,-18.428,0.423,0.570
4237,80,0,-0.937,-0.350,-20.468,0.470,0.601
4287,80,0,-0.938,-0.347,-20.292,0.496,0.638
4337,80,0,-0.946,-0.324,-18.891,0.504,0.652
4387,80,0,-0.954,-0.298,-17.347,0.512,0.635
4437,80,0,-0.958,-0.286,-16.637,0.534,0.594
4487,80,0,-0.958,-0.288,-16.711,0.567,0.553
4537,80,0,-0.958,-0.285,-16.568,0.598,0.523
4587,80,0,-0.962,-0.273,-15.815,0.617,0.504
4637,80,0,-0.964,-0.264,-15.309,0.631,0.494
4687,80,0,-0.962,-0.274,-15.904,0.640,0.492
4737,80,0,-0.955,-0.297,-17.263,0.640,0.486
4787,80,0,-0.947,-0.321,-18.720,0.628,0.465
4837,80,0,-0.939,-0.344,-20.139,0.607,0.435
4887,80,0,-0.930,-0.367,-21.533,0.585,0.421
4937,80,0,-0.924,-0.383,-22.528,0.574,0.430
4987,80,0,-0.923,-0.385,-22.629,0.565,0.441
5037,80,0,-0.928,-0.372,-21.824,0.546,0.435
5087,80,0,-0.935,-0.354,-20.703,0.524,0.425
5137,80,0,-0.941,-0.339,-19.817,0.521,0.432
5187,80,0,-0.946,-0.323,-18.872,0.541,0.463
5237,80,0,-0.952,-0.305,-17.745,0.568,0.500
5287,80,0,-0.955,-0.297,-17.291,0.587,0.514
5337,80,0,-0.949,-0.316,-18.408,0.592,0.502
5387,80,0,-0.935,-0.354,-20.721,0.591,0.492
5437,80,0,-0.925,-0.381,-22.379,0.589,0.494
5487,80,0,-0.927,-0.376,-22.090,0.576,0.484
5537,80,0,-0.939,-0.343,-20.089,0.548,0.447
5587,80,0,-0.952,-0.305,-17.777,0.512,0.402
5637,80,0,-0.959,-0.283,-16.420,0.479,0.372
5687,80,0,-0.965,-0.263,-15.249,0.462,0.367
5737,80,0,-0.973,-0.232,-13.444,0.465,0.384
5787,80,0,-0.977,-0.215,-12.414,0.479,0.411
5837,80,0,-0.973,-0.229,-13.248,0.484,0.432
5887,80,0,-0.963,-0.269,-15.580,0.476,0.440
5937,80,0,-0.947,-0.320,-18.672,0.474,0.438
5987,80,0,-0.929,-0.371,-21.750,0.493,0.438
6037,80,0,-0.912,-0.410,-24.177,0.525,0.446
6087,80,0,-0.896,-0.444,-26.339,0.544,0.464
6137,80,0,-0.875,-0.484,-28.962,0.534,0.488
6187,80,0,-0.851,-0.525,-31.671,0.504,0.514
6237,80,0,-0.837,-0.548,-33.211,0.481,0.541
6287,80,0,-0.841,-0.542,-32.799,0.488,0.558
6337,80,0,-0.854,-0.520,-31.308,0.519,0.550
6387,80,0,-0.862,-0.507,-30.449,0.555,0.525
6437,80,0,-0.858,-0.513,-30.890,0.581,0.503
6487,80,0,-0.847,-0.531,-32.083,0.589,0.491
6537,80,0,-0.835,-0.550,-33.387,0.577,0.480
6587,80,0,-0.824,-0.566,-34.465,0.546,0.458
6637,80,0,-0.817,-0.576,-35.201,0.495,0.427
6687,80,0,-0.811,-0.584,-35.753,0.433,0.398
6737,80,0,-0.805,-0.593,-36.410,0.372,0.385
6787,80,0,-0.798,-0.603,-37.086,0.318,0.394
6837,80,0,-0.801,-0.598,-36.711,0.268,0.412
6887,80,0,-0.828,-0.561,-34.115,0.222,0.424
6937,80,0,-0.872,-0.488,-29.259,0.192,0.430
6987,80,0,-0.924,-0.380,-22.331,0.192,0.439
7037,80,0,-0.967,-0.249,-14.461,0.233,0.453
7087,80,0,-0.989,-0.147,-8.455,0.305,0.463
7137,80,0,-0.995,-0.101,-5.822,0.385,0.465
7187,80,0,-0.994,-0.110,-6.290,0.456,0.461
7237,80,0,-0.989,-0.145,-8.317,0.514,0.457
7287,80,0,-0.984,-0.175,-10.089,0.553,0.457
7337,80,0,-0.996,-0.044,-2.535,0.135,0.110
37,130,0,-0.035,0.999,88.018,0.405,0.274
87,130,0,-0.022,0.994,88.712,0.402,0.304
137,130,0,-0.024,-0.702,-88.038,0.391,0.338
187,130,0,-0.107,-0.994,-83.883,0.384,0.358
237,130,0,-0.198,-0.980,-78.568,0.393,0.361
287,130,0,-0.263,-0.964,-74.726,0.412,0.355
337,130,0,-0.300,-0.954,-72.539,0.431,0.351
387,130,0,-0.320,-0.947,-71.325,0.443,0.347
437,130,0,-0.333,-0.943,-70.519,0.447,0.336
487,130,0,-0.349,-0.937,-69.545,0.438,0.317
537,130,0,-0.384,-0.923,-67.442,0.411,0.300
587,130,0,-0.444,-0.896,-63.659,0.386,0.296
637,130,0,-0.503,-0.864,-59.806,0.397,0.307
687,130,0,-0.533,-0.846,-57.810,0.427,0.323
737,130,0,-0.540,-0.842,-57.329,0.449,0.331
787,130,0,-0.547,-0.837,-56.867,0.451,0.327
837,130,0,-0.574,-0.819,-54.981,0.432,0.316
887,130,0,-0.629,-0.777,-51.011,0.398,0.302
937,130,0,-0.703,-0.710,-45.290,0.373,0.293
987,130,0,-0.764,-0.645,-40.209,0.374,0.299
1037,130,0,-0.786,-0.618,-38.176,0.381,0.316
1087,130,0,-0.780,-0.626,-38.763,0.372,0.334
1137,130,0,-0.768,-0.641,-39.836,0.356,0.349
1187,130,0,-0.774,-0.632,-39.238,0.326,0.363
1237,130,0,-0.802,-0.598,-36.706,0.273,0.380
1287,130,0,-0.835,-0.549,-33.325,0.205,0.403
1337,130,0,-0.867,-0.498,-29.866,0.141,0.433
1387,130,0,-0.906,-0.421,-24.948,0.090,0.469
1437,130,0,-0.976,-0.109,-6.394,0.052,0.499
1487,130,0,-0.866,0.482,29.094,0.078,0.510
1537,130,0,-0.767,0.640,39.838,0.170,0.513
1587,130,0,-0.763,0.646,40.285,0.263,0.527
1637,130,0,-0.790,0.612,37.778,0.336,0.553
1687,130,0,-0.818,0.575,35.107,0.391,0.580
1737,130,0,-0.833,0.553,33.581,0.429,0.594
1787,130,0,-0.834,0.551,33.475,0.446,0.592
1837,130,0,-0.818,0.575,35.094,0.443,0.577
1887,130,0,-0.783,0.622,38.468,0.426,0.561
1937,130,0,-0.735,0.677,42.654,0.402,0.551
1987,130,0,-0.690,0.723,46.338,0.367,0.539
2037,130,0,-0.661,0.750,48.619,0.312,0.522
2087,130,0,-0.654,0.757,49.176,0.236,0.511
2137,130,0,-0.642,0.766,50.026,0.144,0.522
2187,130,0,-0.517,0.846,58.566,0.067,0.553
2237,130,0,-0.299,0.940,72.377,0.035,0.587
2287,130,0,-0.622,0.733,49.691,0.035,0.601
2337,130,0,-0.866,0.490,29.509,0.092,0.592
2387,130,0,-0.918,0.394,23.261,0.177,0.580
2437,130,0,-0.949,0.314,18.316,0.251,0.572
2487,130,0,-0.976,0.216,12.501,0.297,0.562
2537,130,0,-0.994,0.110,6.323,0.336,0.556
2587,130,0,-0.999,0.035,2.017,0.389,0.560
2637,130,0,-1.000,0.004,0.254,0.453,0.570
2687,130,0,-1.000,-0.005,-0.286,0.511,0.576
2737,130,0,-1.000,-0.016,-0.924,0.550,0.571
2787,130,0,-0.999,-0.045,-2.555,0.569,0.558
2837,130,0,-0.996,-0.092,-5.277,0.579,0.556
2887,130,0,-0.991,-0.134,-7.697,0.604,0.577
2937,130,0,-0.989,-0.145,-8.351,0.646,0.605
2987,130,0,-0.991,-0.131,-7.509,0.680,0.618
3037,130,0,-0.994,-0.111,-6.348,0.687,0.607
3087,130,0,-0.995,-0.101,-5.782,0.670,0.582
3137,130,0,-0.994,-0.111,-6.345,0.639,0.556
3187,130,0,-0.990,-0.144,-8.275,0.606,0.536
3237,130,0,-0.981,-0.194,-11.198,0.574,0.525
3287,130,0,-0.968,-0.250,-14.468,0.533,0.524
3337,130,0,-0.952,-0.305,-17.763,0.469,0.524
3387,130,0,-0.936,-0.351,-20.561,0.393,0.522
3437,130,0,-0.929,-0.370,-21.737,0.345,0.518
3487,130,0,-0.931,-0.365,-21.425,0.345,0.512
3537,130,0,-0.931,-0.364,-21.324,0.371,0.508
3587,130,0,-0.926,-0.377,-22.170,0.399,0.525
3637,130,0,-0.915,-0.403,-23.756,0.422,0.566
3687,130,0,-0.903,-0.430,-25.454,0.434,0.609
3737,130,0,-0.893,-0.450,-26.776,0.428,0.635
3787,130,0,-0.888,-0.460,-27.363,0.398,0.644
3837,130,0,-0.895,-0.445,-26.443,0.355,0.634
3887,130,0,-0.919,-0.395,-23.255,0.329,0.611
3937,130,0,-0.949,-0.314,-18.317,0.344,0.583
3987,130,0,-0.972,-0.235,-13.619,0.386,0.564
4037,130,0,-0.983,-0.185,-10.663,0.416,0.560
4087,130,0,-0.985,-0.175,-10.057,0.418,0.562
4137,130,0,-0.978,-0.209,-12.066,0.409,0.562
4187,130,0,-0.963,-0.268,-15.563,0.417,0.569
4237,130,0,-0.951,-0.308,-17.962,0.442,0.592
4287,130,0,-0.950,-0.311,-18.126,0.462,0.618
4337,130,0,-0.957,-0.289,-16.788,0.470,0.624
4387,130,0,-0.965,-0.262,-15.195,0.478,0.605
4437,130,0,-0.969,-0.248,-14.333,0.501,0.573
4487,130,0,-0.969,-0.245,-14.160,0.542,0.546
4537,130,0,-0.971,-0.240,-13.865,0.585,0.528
4587,130,0,-0.974,-0.228,-13.188,0.613,0.513
4637,130,0,-0.975,-0.222,-12.827,0.628,0.499
4687,130,0,-0.972,-0.233,-13.461,0.634,0.488
4737,130,0,-0.967,-0.256,-14.841,0.630,0.472
4787,130,0,-0.959,-0.282,-16.387,0.616,0.448
4837,130,0,-0.951,-0.308,-17.942,0.598,0.424
4887,130,0,-0.943,-0.333,-19.452,0.581,0.414
4937,130,0,-0.937,-0.349,-20.453,0.574,0.423
4987,130,0,-0.936,-0.351,-20.560,0.569,0.435
5037,130,0,-0.939,-0.344,-20.109,0.554,0.436
5087,130,0,-0.940,-0.341,-19.957,0.535,0.436
5137,130,0,-0.937,-0.348,-20.368,0.530,0.449
5187,130,0,-0.937,-0.349,-20.441,0.544,0.475
5237,130,0,-0.941,-0.339,-19.847,0.563,0.501
5287,130,0,-0.942,-0.335,-19.596,0.573,0.510
5337,130,0,-0.937,-0.350,-20.478,0.574,0.504
5387,130,0,-0.929,-0.371,-21.781,0.571,0.503
5437,130,0,-0.927,-0.375,-22.047,0.567,0.508
5487,130,0,-0.935,-0.354,-20.710,0.559,0.503
5537,130,0,-0.948,-0.317,-18.478,0.545,0.476
5587,130,0,-0.957,-0.291,-16.899,0.526,0.437
5637,130,0,-0.957,-0.289,-16.769,0.502,0.403
5687,130,0,-0.957,-0.289,-16.782,0.486,0.387
5737,130,0,-0.963,-0.271,-15.709,0.484,0.390
5787,130,0,-0.967,-0.254,-14.710,0.494,0.404
5837,130,0,-0.965,-0.260,-15.086,0.499,0.418
5887,130,0,-0.958,-0.287,-16.687,0.492,0.429
5937,130,0,-0.946,-0.324,-18.879,0.484,0.441
5987,130,0,-0.933,-0.361,-21.133,0.491,0.462
6037,130,0,-0.920,-0.393,-23.132,0.513,0.493
6087,130,0,-0.905,-0.425,-25.173,0.534,0.526
6137,130,0,-0.887,-0.462,-27.546,0.538,0.550
6187,130,0,-0.869,-0.495,-29.671,0.522,0.562
6237,130,0,-0.861,-0.509,-30.573,0.499,0.568
6287,130,0,-0.867,-0.499,-29.912,0.497,0.571
6337,130,0,-0.878,-0.478,-28.545,0.520,0.559
6387,130,0,-0.884,-0.467,-27.833,0.548,0.533
6437,130,0,-0.879,-0.477,-28.498,0.562,0.507
6487,130,0,-0.865,-0.502,-30.150,0.554,0.491
6537,130,0,-0.850,-0.526,-31.770,0.532,0.479
6587,130,0,-0.842,-0.539,-32.604,0.502,0.460
6637,130,0,-0.843,-0.538,-32.542,0.462,0.432
6687,130,0,-0.849,-0.529,-31.920,0.412,0.405
6737,130,0,-0.854,-0.520,-31.329,0.361,0.397
6787,130,0,-0.855,-0.518,-31.219,0.315,0.411
6837,130,0,-0.858,-0.513,-30.878,0.271,0.433
6887,130,0,-0.877,-0.479,-28.623,0.223,0.449
6937,130,0,-0.917,-0.394,-23.244,0.187,0.457
6987,130,0,-0.963,-0.262,-15.201,0.188,0.463
7037,130,0,-0.989,-0.140,-8.059,0.242,0.473
7087,130,0,-0.997,-0.073,-4.199,0.330,0.483
7137,130,0,-0.998,-0.054,-3.073,0.416,0.490
7187,130,0,-0.998,-0.067,-3.864,0.485,0.490
7237,130,0,-0.995,-0.096,-5.520,0.536,0.488
7287,130,0,-0.993,-0.120,-6.899,0.565,0.488
7337,130,0,-0.998,-0.030,-1.748,0.137,0.117
37,180,0,-0.014,1.000,89.226,0.364,0.295
87,180,0,-0.007,0.344,88.774,0.379,0.312
137,180,0,-0.042,-0.999,-87.613,0.385,0.331
187,180,0,-0.130,-0.991,-82.522,0.383,0.343
237,180,0,-0.233,-0.972,-76.525,0.388,0.346
287,180,0,-0.313,-0.950,-71.784,0.401,0.345
337,180,0,-0.358,-0.934,-69.019,0.413,0.344
387,180,0,-0.378,-0.925,-67.766,0.418,0.345
437,180,0,-0.387,-0.922,-67.237,0.417,0.339
487,180,0,-0.398,-0.917,-66.568,0.408,0.326
537,180,0,-0.424,-0.905,-64.904,0.388,0.313
587,180,0,-0.467,-0.884,-62.184,0.366,0.308
637,180,0,-0.505,-0.863,-59.634,0.359,0.312
687,180,0,-0.524,-0.852,-58.417,0.370,0.320
737,180,0,-0.524,-0.852,-58.410,0.386,0.322
787,180,0,-0.523,-0.852,-58.433,0.398,0.317
837,180,0,-0.542,-0.840,-57.146,0.395,0.305
887,180,0,-0.590,-0.807,-53.852,0.375,0.292
937,180,0,-0.666,-0.745,-48.198,0.352,0.285
987,180,0,-0.748,-0.662,-41.511,0.348,0.291
1037,180,0,-0.799,-0.601,-36.924,0.349,0.306
1087,180,0,-0.814,-0.580,-35.459,0.331,0.320
1137,180,0,-0.811,-0.584,-35.741,0.299,0.329
1187,180,0,-0.817,-0.576,-35.171,0.266,0.341
1237,180,0,-0.844,-0.534,-32.326,0.227,0.365
1287,180,0,-0.883,-0.466,-27.826,0.180,0.400
1337,180,0,-0.923,-0.379,-22.320,0.135,0.441
1387,180,0,-0.964,-0.247,-14.371,0.094,0.482
1437,180,0,-0.976,0.121,7.048,0.065,0.510
1487,180,0,-0.811,0.578,35.481,0.107,0.518
1537,180,0,-0.722,0.692,43.757,0.202,0.520
1587,180,0,-0.725,0.689,43.525,0.288,0.533
