X,Y,Slice,DX,DY,Orientation,Coherency,Energy
7041,39,0,-0.905,-0.424,-25.123,0.406,0.495
7091,39,0,-0.933,-0.358,-20.999,0.322,0.517
7141,39,0,-0.956,-0.293,-17.033,0.288,0.552
7191,39,0,-0.968,-0.251,-14.516,0.320,0.573
7241,39,0,-0.973,-0.231,-13.382,0.383,0.572
7291,39,0,-0.991,-0.077,-4.447,0.139,0.193
41,89,0,-0.208,-0.978,-77.966,0.611,0.643
91,89,0,-0.280,-0.959,-73.703,0.595,0.671
141,89,0,-0.386,-0.922,-67.250,0.576,0.707
191,89,0,-0.503,-0.863,-59.760,0.570,0.754
241,89,0,-0.597,-0.802,-53.333,0.580,0.818
291,89,0,-0.655,-0.755,-49.081,0.584,0.870
341,89,0,-0.693,-0.721,-46.150,0.570,0.857
391,89,0,-0.725,-0.688,-43.521,0.546,0.777
441,89,0,-0.754,-0.657,-41.061,0.524,0.695
491,89,0,-0.774,-0.633,-39.278,0.495,0.664
541,89,0,-0.785,-0.619,-38.246,0.448,0.674
591,89,0,-0.793,-0.610,-37.557,0.408,0.678
641,89,0,-0.803,-0.596,-36.572,0.414,0.656
691,89,0,-0.820,-0.573,-34.928,0.473,0.622
741,89,0,-0.838,-0.545,-33.047,0.549,0.592
791,89,0,-0.853,-0.521,-31.429,0.597,0.575
841,89,0,-0.862,-0.507,-30.495,0.613,0.576
891,89,0,-0.863,-0.506,-30.386,0.611,0.592
941,89,0,-0.864,-0.503,-30.188,0.592,0.608
991,89,0,-0.880,-0.475,-28.366,0.546,0.605
1041,89,0,-0.916,-0.400,-23.564,0.476,0.586
1091,89,0,-0.963,-0.264,-15.353,0.413,0.573
1141,89,0,-0.993,-0.105,-6.008,0.393,0.577
1191,89,0,-0.999,0.014,0.779,0.413,0.602
1241,89,0,-0.996,0.082,4.691,0.443,0.641
1291,89,0,-0.991,0.125,7.201,0.469,0.676
1341,89,0,-0.988,0.150,8.625,0.483,0.687
1391,89,0,-0.987,0.155,8.924,0.483,0.682
1441,89,0,-0.987,0.160,9.191,0.475,0.686
1491,89,0,-0.982,0.186,10.717,0.462,0.708
1541,89,0,-0.973,0.228,13.208,0.431,0.731
1591,89,0,-0.959,0.282,16.375,0.369,0.737
1641,89,0,-0.925,0.377,22.178,0.299,0.725
1691,89,0,-0.843,0.535,32.385,0.274,0.695
1741,89,0,-0.743,0.668,41.926,0.326,0.652
1791,89,0,-0.685,0.728,46.762,0.423,0.623
1841,89,0,-0.661,0.751,48.642,0.509,0.632
1891,89,0,-0.657,0.754,48.960,0.554,0.657
1941,89,0,-0.669,0.743,47.972,0.559,0.657
1991,89,0,-0.692,0.722,46.181,0.538,0.609
2041,89,0,-0.707,0.707,45.019,0.505,0.540
2091,89,0,-0.695,0.719,45.941,0.479,0.494
2141,89,0,-0.663,0.748,48.432,0.464,0.475
2191,89,0,-0.625,0.780,51.308,0.443,0.467
2241,89,0,-0.577,0.816,54.749,0.398,0.469
2291,89,0,-0.511,0.859,59.239,0.342,0.497
2341,89,0,-0.448,0.893,63.329,0.310,0.555
2391,89,0,-0.415,0.909,65.460,0.315,0.614
2441,89,0,-0.381,0.924,67.592,0.354,0.646
2491,89,0,-0.322,0.946,71.188,0.420,0.658
2541,89,0,-0.261,0.965,74.867,0.500,0.676
2591,89,0,-0.218,0.976,77.435,0.564,0.698
2641,89,0,-0.184,0.983,79.412,0.590,0.700
2691,89,0,-0.136,0.990,82.183,0.592,0.677
2741,89,0,-0.062,0.966,86.356,0.604,0.661
2791,89,0,-0.023,-0.393,-86.698,0.645,0.679
2841,89,0,-0.052,-0.999,-87.002,0.685,0.717
2891,89,0,-0.063,-0.998,-86.400,0.696,0.739
2941,89,0,-0.060,-0.998,-86.571,0.682,0.727
2991,89,0,-0.049,-0.999,-87.211,0.660,0.686
3041,89,0,-0.038,-0.999,-87.849,0.638,0.631
3091,89,0,-0.037,-0.999,-87.876,0.616,0.579
3141,89,0,-0.042,-0.999,-87.588,0.596,0.543
3191,89,0,-0.042,-0.999,-87.593,0.591,0.525
3241,89,0,-0.041,-0.999,-87.676,0.601,0.518
3291,89,0,-0.050,-0.999,-87.135,0.612,0.518
3341,89,0,-0.080,-0.997,-85.401,0.612,0.525
3391,89,0,-0.133,-0.991,-82.328,0.603,0.537
3441,89,0,-0.195,-0.981,-78.748,0.599,0.550
3491,89,0,-0.240,-0.971,-76.104,0.597,0.557
3541,89,0,-0.256,-0.967,-75.195,0.577,0.558
3591,89,0,-0.243,-0.970,-75.957,0.541,0.553
3641,89,0,-0.225,-0.974,-76.996,0.518,0.532
3691,89,0,-0.245,-0.969,-75.835,0.527,0.487
3741,89,0,-0.303,-0.953,-72.332,0.571,0.435
3791,89,0,-0.350,-0.937,-69.503,0.633,0.400
3841,89,0,-0.360,-0.933,-68.930,0.684,0.391
3891,89,0,-0.351,-0.936,-69.425,0.706,0.413
3941,89,0,-0.344,-0.939,-69.868,0.696,0.455
3991,89,0,-0.336,-0.942,-70.391,0.658,0.495
4041,89,0,-0.314,-0.949,-71.674,0.594,0.519
4091,89,0,-0.265,-0.964,-74.615,0.508,0.536
4141,89,0,-0.181,-0.983,-79.551,0.432,0.557
4191,89,0,-0.096,-0.995,-84.509,0.401,0.574
4241,89,0,-0.059,-0.998,-86.604,0.404,0.565
4291,89,0,-0.083,-0.996,-85.247,0.413,0.527
4341,89,0,-0.152,-0.988,-81.245,0.426,0.482
4391,89,0,-0.235,-0.972,-76.419,0.469,0.451
4441,89,0,-0.293,-0.956,-72.985,0.542,0.433
4491,89,0,-0.315,-0.949,-71.662,0.610,0.419
4541,89,0,-0.309,-0.951,-72.005,0.639,0.410
4591,89,0,-0.293,-0.956,-72.944,0.630,0.416
4641,89,0,-0.293,-0.956,-72.941,0.607,0.436
4691,89,0,-0.331,-0.943,-70.675,0.587,0.450
4741,89,0,-0.412,-0.911,-65.685,0.571,0.437
4791,89,0,-0.522,-0.852,-58.491,0.564,0.400
4841,89,0,-0.635,-0.772,-50.547,0.571,0.363
4891,89,0,-0.724,-0.689,-43.568,0.589,0.351
4941,89,0,-0.783,-0.622,-38.479,0.611,0.372
4991,89,0,-0.819,-0.574,-35.042,0.636,0.414
5041,89,0,-0.846,-0.533,-32.208,0.652,0.450
5091,89,0,-0.873,-0.487,-29.129,0.656,0.469
5141,89,0,-0.898,-0.439,-26.037,0.647,0.472
5191,89,0,-0.914,-0.405,-23.897,0.628,0.473
5241,89,0,-0.921,-0.389,-22.892,0.608,0.489
5291,89,0,-0.927,-0.375,-22.009,0.608,0.521
5341,89,0,-0.935,-0.356,-20.841,0.632,0.554
5391,89,0,-0.939,-0.343,-20.040,0.662,0.569
5441,89,0,-0.941,-0.338,-19.729,0.682,0.565
5491,89,0,-0.942,-0.334,-19.523,0.684,0.545
5541,89,0,-0.942,-0.335,-19.588,0.675,0.517
5591,89,0,-0.937,-0.348,-20.366,0.668,0.487
5641,89,0,-0.929,-0.370,-21.730,0.664,0.469
5691,89,0,-0.922,-0.387,-22.749,0.657,0.467
5741,89,0,-0.925,-0.381,-22.367,0.643,0.460
5791,89,0,-0.937,-0.349,-20.418,0.629,0.440
5841,89,0,-0.951,-0.309,-18.016,0.622,0.421
5891,89,0,-0.959,-0.284,-16.485,0.620,0.417
5941,89,0,-0.961,-0.275,-15.991,0.623,0.430
5991,89,0,-0.961,-0.276,-16.029,0.629,0.460
6041,89,0,-0.961,-0.276,-16.043,0.633,0.500
6091,89,0,-0.963,-0.268,-15.550,0.627,0.531
6141,89,0,-0.969,-0.247,-14.289,0.609,0.534
6191,89,0,-0.976,-0.217,-12.527,0.592,0.511
6241,89,0,-0.981,-0.195,-11.265,0.580,0.483
6291,89,0,-0.981,-0.193,-11.112,0.565,0.466
6341,89,0,-0.981,-0.196,-11.293,0.551,0.461
6391,89,0,-0.983,-0.185,-10.682,0.553,0.460
6441,89,0,-0.987,-0.159,-9.164,0.558,0.457
6491,89,0,-0.992,-0.127,-7.320,0.543,0.458
6541,89,0,-0.994,-0.111,-6.377,0.514,0.475
6591,89,0,-0.990,-0.138,-7.951,0.492,0.510
6641,89,0,-0.977,-0.211,-12.158,0.492,0.545
6691,89,0,-0.955,-0.296,-17.234,0.515,0.569
6741,89,0,-0.932,-0.361,-21.174,0.545,0.575
6791,89,0,-0.917,-0.400,-23.561,0.563,0.564
6841,89,0,-0.903,-0.430,-25.490,0.564,0.547
6891,89,0,-0.886,-0.464,-27.658,0.561,0.532
6941,89,0,-0.872,-0.489,-29.256,0.553,0.517
6991,89,0,-0.873,-0.488,-29.185,0.519,0.498
7041,89,0,-0.890,-0.456,-27.162,0.451,0.485
7091,89,0,-0.916,-0.400,-23.607,0.380,0.497
7141,89,0,-0.941,-0.337,-19.697,0.356,0.532
7191,89,0,-0.957,-0.289,-16.808,0.391,0.562
7241,89,0,-0.965,-0.263,-15.249,0.446,0.572
7291,89,0,-0.989,-0.087,-5.030,0.159,0.194
41,139,0,-0.222,-0.975,-77.165,0.595,0.642
91,139,0,-0.304,-0.952,-72.270,0.587,0.681
141,139,0,-0.414,-0.910,-65.536,0.584,0.734
191,139,0,-0.516,-0.856,-58.926,0.589,0.798
241,139,0,-0.586,-0.810,-54.101,0.592,0.875
291,139,0,-0.628,-0.778,-51.091,0.578,0.931
341,139,0,-0.659,-0.752,-48.756,0.548,0.912
391,139,0,-0.694,-0.720,-46.079,0.516,0.816
441,139,0,-0.732,-0.681,-42.906,0.506,0.709
491,139,0,-0.764,-0.645,-40.168,0.514,0.650
541,139,0,-0.784,-0.621,-38.395,0.503,0.631
591,139,0,-0.796,-0.605,-37.203,0.472,0.613
641,139,0,-0.811,-0.586,-35.852,0.458,0.582
691,139,0,-0.831,-0.556,-33.812,0.489,0.548
741,139,0,-0.853,-0.522,-31.489,0.550,0.526
791,139,0,-0.869,-0.494,-29.598,0.602,0.523
841,139,0,-0.878,-0.479,-28.608,0.629,0.543
891,139,0,-0.879,-0.477,-28.472,0.635,0.575
941,139,0,-0.880,-0.474,-28.316,0.620,0.597
991,139,0,-0.891,-0.453,-26.944,0.581,0.597
1041,139,0,-0.917,-0.399,-23.522,0.525,0.584
1091,139,0,-0.950,-0.311,-18.148,0.471,0.580
1141,139,0,-0.977,-0.211,-12.162,0.438,0.594
1191,139,0,-0.991,-0.128,-7.378,0.433,0.624
1241,139,0,-0.996,-0.072,-4.159,0.448,0.660
1291,139,0,-0.998,-0.030,-1.731,0.471,0.687
1341,139,0,-0.999,0.002,0.139,0.491,0.687
1391,139,0,-0.999,0.027,1.563,0.494,0.670
1441,139,0,-0.998,0.058,3.331,0.475,0.660
1491,139,0,-0.994,0.107,6.122,0.440,0.671
1541,139,0,-0.986,0.162,9.343,0.395,0.699
1591,139,0,-0.977,0.213,12.311,0.336,0.728
1641,139,0,-0.958,0.284,16.490,0.269,0.741
1691,139,0,-0.903,0.422,25.052,0.217,0.721
1741,139,0,-0.796,0.600,37.005,0.216,0.667
1791,139,0,-0.696,0.717,45.841,0.273,0.612
1841,139,0,-0.650,0.760,49.474,0.360,0.595
1891,139,0,-0.647,0.763,49.688,0.437,0.606
1941,139,0,-0.669,0.743,48.028,0.479,0.604
1991,139,0,-0.700,0.714,45.589,0.483,0.564
2041,139,0,-0.721,0.693,43.890,0.466,0.510
2091,139,0,-0.712,0.702,44.595,0.446,0.473
2141,139,0,-0.674,0.739,47.623,0.427,0.456
2191,139,0,-0.615,0.788,52.010,0.395,0.449
2241,139,0,-0.528,0.848,58.108,0.339,0.456
2291,139,0,-0.399,0.915,66.429,0.279,0.491
2341,139,0,-0.285,0.957,73.414,0.251,0.552
2391,139,0,-0.265,0.963,74.644,0.263,0.613
2441,139,0,-0.289,0.957,73.174,0.316,0.649
2491,139,0,-0.278,0.960,73.854,0.398,0.667
2541,139,0,-0.226,0.974,76.944,0.483,0.685
2591,139,0,-0.166,0.986,80.423,0.551,0.705
2641,139,0,-0.116,0.993,83.349,0.585,0.703
2691,139,0,-0.060,0.958,86.399,0.593,0.676
2741,139,0,-0.028,-0.315,-84.915,0.611,0.660
2791,139,0,-0.078,-0.997,-85.549,0.652,0.681
2841,139,0,-0.109,-0.994,-83.740,0.682,0.718
2891,139,0,-0.115,-0.993,-83.371,0.679,0.730
2941,139,0,-0.110,-0.994,-83.676,0.652,0.703
2991,139,0,-0.095,-0.995,-84.547,0.626,0.651
3041,139,0,-0.077,-0.997,-85.586,0.614,0.596
3091,139,0,-0.067,-0.998,-86.161,0.608,0.556
3141,139,0,-0.059,-0.998,-86.598,0.603,0.535
3191,139,0,-0.046,-0.999,-87.351,0.605,0.526
3241,139,0,-0.034,-0.999,-88.030,0.615,0.522
3291,139,0,-0.036,-0.999,-87.946,0.620,0.518
3341,139,0,-0.062,-0.998,-86.433,0.612,0.518
3391,139,0,-0.120,-0.993,-83.121,0.601,0.530
3441,139,0,-0.190,-0.982,-79.063,0.604,0.556
3491,139,0,-0.241,-0.970,-76.057,0.615,0.584
3541,139,0,-0.266,-0.964,-74.558,0.610,0.599
3591,139,0,-0.274,-0.962,-74.083,0.588,0.593
3641,139,0,-0.278,-0.960,-73.846,0.569,0.563
3691,139,0,-0.299,-0.954,-72.596,0.576,0.514
3741,139,0,-0.339,-0.941,-70.192,0.614,0.466
3791,139,0,-0.368,-0.930,-68.414,0.667,0.437
3841,139,0,-0.374,-0.927,-68.037,0.706,0.433
3891,139,0,-0.373,-0.928,-68.073,0.717,0.459
3941,139,0,-0.375,-0.927,-67.972,0.701,0.505
3991,139,0,-0.370,-0.929,-68.308,0.661,0.547
4041,139,0,-0.344,-0.939,-69.863,0.596,0.567
4091,139,0,-0.288,-0.957,-73.274,0.511,0.569
4141,139,0,-0.198,-0.980,-78.556,0.432,0.567
4191,139,0,-0.107,-0.994,-83.840,0.391,0.566
4241,139,0,-0.068,-0.998,-86.098,0.386,0.553
4291,139,0,-0.098,-0.995,-84.386,0.395,0.521
4341,139,0,-0.172,-0.985,-80.065,0.413,0.481
4391,139,0,-0.249,-0.968,-75.583,0.455,0.447
4441,139,0,-0.296,-0.955,-72.779,0.522,0.424
4491,139,0,-0.314,-0.949,-71.698,0.591,0.412
4541,139,0,-0.316,-0.949,-71.581,0.631,0.411
4591,139,0,-0.314,-0.949,-71.712,0.633,0.424
4641,139,0,-0.319,-0.948,-71.413,0.615,0.445
4691,139,0,-0.346,-0.938,-69.758,0.591,0.455
4741,139,0,-0.409,-0.912,-65.849,0.563,0.435
4791,139,0,-0.507,-0.861,-59.523,0.540,0.390
4841,139,0,-0.613,-0.789,-52.140,0.540,0.346
4891,139,0,-0.696,-0.718,-45.887,0.562,0.328
4941,139,0,-0.748,-0.663,-41.577,0.590,0.344
4991,139,0,-0.782,-0.623,-38.569,0.617,0.386
5041,139,0,-0.811,-0.585,-35.819,0.631,0.430
5091,139,0,-0.843,-0.537,-32.522,0.627,0.458
5141,139,0,-0.876,-0.483,-28.859,0.616,0.468
5191,139,0,-0.899,-0.438,-25.978,0.608,0.468
5241,139,0,-0.910,-0.414,-24.465,0.606,0.475
5291,139,0,-0.917,-0.399,-23.499,0.614,0.492
5341,139,0,-0.924,-0.382,-22.440,0.633,0.513
5391,139,0,-0.929,-0.369,-21.655,0.656,0.529
5441,139,0,-0.932,-0.362,-21.200,0.667,0.539
5491,139,0,-0.935,-0.354,-20.745,0.662,0.536
5541,139,0,-0.937,-0.350,-20.518,0.648,0.515
5591,139,0,-0.934,-0.358,-21.002,0.642,0.485
5641,139,0,-0.926,-0.377,-22.125,0.648,0.467
5691,139,0,-0.920,-0.392,-23.062,0.655,0.466
5741,139,0,-0.920,-0.392,-23.064,0.655,0.461
5791,139,0,-0.926,-0.378,-22.235,0.648,0.440
5841,139,0,-0.931,-0.365,-21.381,0.636,0.419
5891,139,0,-0.933,-0.359,-21.038,0.621,0.414
5941,139,0,-0.934,-0.357,-20.944,0.610,0.425
5991,139,0,-0.935,-0.354,-20.763,0.603,0.451
6041,139,0,-0.937,-0.348,-20.342,0.597,0.487
6091,139,0,-0.943,-0.332,-19.373,0.586,0.520
6141,139,0,-0.953,-0.302,-17.575,0.576,0.532
6191,139,0,-0.964,-0.264,-15.297,0.582,0.519
6241,139,0,-0.972,-0.234,-13.561,0.602,0.495
6291,139,0,-0.974,-0.225,-13.022,0.616,0.478
6341,139,0,-0.973,-0.229,-13.215,0.623,0.479
6391,139,0,-0.974,-0.227,-13.098,0.629,0.490
6441,139,0,-0.977,-0.213,-12.276,0.626,0.495
6491,139,0,-0.981,-0.191,-11.040,0.603,0.497
6541,139,0,-0.984,-0.177,-10.171,0.570,0.510
6591,139,0,-0.982,-0.188,-10.819,0.542,0.541
6641,139,0,-0.973,-0.231,-13.387,0.526,0.576
6691,139,0,-0.956,-0.292,-16.979,0.523,0.599
6741,139,0,-0.939,-0.345,-20.172,0.528,0.600
6791,139,0,-0.924,-0.382,-22.456,0.536,0.586
6841,139,0,-0.909,-0.417,-24.627,0.547,0.573
6891,139,0,-0.889,-0.457,-27.219,0.564,0.564
6941,139,0,-0.870,-0.494,-29.584,0.576,0.548
6991,139,0,-0.859,-0.513,-30.846,0.559,0.516
7041,139,0,-0.862,-0.507,-30.438,0.504,0.481
7091,139,0,-0.884,-0.467,-27.873,0.445,0.470
7141,139,0,-0.915,-0.401,-23.669,0.427,0.487
7191,139,0,-0.940,-0.340,-19.863,0.459,0.514
7241,139,0,-0.953,-0.303,-17.646,0.504,0.530
7291,139,0,-0.985,-0.100,-5.775,0.177,0.181
41,189,0,-0.213,-0.977,-77.697,0.578,0.611
91,189,0,-0.300,-0.953,-72.512,0.574,0.649
141,189,0,-0.417,-0.908,-65.352,0.578,0.703
191,189,0,-0.518,-0.855,-58.785,0.590,0.771
241,189,0,-0.580,-0.814,-54.539,0.592,0.849
291,189,0,-0.614,-0.790,-52.153,0.571,0.901
341,189,0,-0.640,-0.768,-50.199,0.537,0.884
391,189,0,-0.675,-0.738,-47.558,0.508,0.797
441,189,0,-0.718,-0.696,-44.136,0.515,0.699
491,189,0,-0.752,-0.659,-41.196,0.553,0.637
541,189,0,-0.773,-0.635,-39.387,0.574,0.603
591,189,0,-0.787,-0.617,-38.082,0.558,0.569
641,189,0,-0.805,-0.593,-36.357,0.538,0.531
691,189,0,-0.831,-0.556,-33.791,0.550,0.502
741,189,0,-0.857,-0.515,-30.998,0.591,0.488
791,189,0,-0.876,-0.481,-28.783,0.631,0.492
841,189,0,-0.887,-0.462,-27.512,0.652,0.516
891,189,0,-0.891,-0.454,-27.028,0.652,0.551
941,189,0,-0.894,-0.448,-26.639,0.631,0.578
991,189,0,-0.902,-0.431,-25.510,0.597,0.587
1041,189,0,-0.919,-0.393,-23.171,0.559,0.589
1091,189,0,-0.940,-0.340,-19.892,0.523,0.597
1141,189,0,-0.959,-0.284,-16.486,0.496,0.619
1191,189,0,-0.971,-0.236,-13.666,0.488,0.655
1241,189,0,-0.980,-0.196,-11.311,0.501,0.695
1291,189,0,-0.988,-0.155,-8.895,0.524,0.720
1341,189,0,-0.993,-0.113,-6.483,0.543,0.715
1391,189,0,-0.997,-0.075,-4.296,0.541,0.688
1441,189,0,-0.999,-0.035,-2.010,0.508,0.663
1491,189,0,-0.999,0.015,0.880,0.451,0.658
1541,189,0,-0.997,0.072,4.106,0.386,0.680
1591,189,0,-0.993,0.114,6.577,0.323,0.717
1641,189,0,-0.989,0.141,8.135,0.257,0.743
1691,189,0,-0.979,0.185,10.689,0.186,0.733
1741,189,0,-0.940,0.296,17.505,0.128,0.679
1791,189,0,-0.831,0.518,31.958,0.113,0.613
