X,Y,Slice,DX,DY,Orientation,Coherency,Energy
46,48,0,-0.493,0.869,60.420,0.383,0.252
96,48,0,-0.593,0.803,53.522,0.299,0.239
146,48,0,-0.746,0.662,41.581,0.252,0.241
196,48,0,-0.848,0.527,31.882,0.279,0.270
246,48,0,-0.895,0.444,26.403,0.331,0.331
296,48,0,-0.927,0.374,21.972,0.375,0.411
346,48,0,-0.950,0.309,18.029,0.414,0.477
396,48,0,-0.964,0.265,15.376,0.456,0.505
446,48,0,-0.969,0.246,14.239,0.507,0.503
496,48,0,-0.972,0.235,13.567,0.567,0.501
546,48,0,-0.977,0.212,12.213,0.621,0.520
596,48,0,-0.984,0.178,10.259,0.646,0.555
646,48,0,-0.990,0.138,7.947,0.639,0.588
696,48,0,-0.996,0.089,5.111,0.617,0.607
746,48,0,-0.999,0.040,2.277,0.610,0.606
796,48,0,-1.000,0.007,0.399,0.627,0.578
846,48,0,-1.000,-0.008,-0.445,0.661,0.523
896,48,0,-1.000,-0.011,-0.616,0.704,0.468
946,48,0,-1.000,-0.009,-0.489,0.740,0.432
996,48,0,-1.000,-0.012,-0.695,0.759,0.412
1046,48,0,-0.999,-0.033,-1.873,0.766,0.402
1096,48,0,-0.997,-0.071,-4.051,0.773,0.406
1146,48,0,-0.994,-0.112,-6.449,0.784,0.429
1196,48,0,-0.990,-0.143,-8.196,0.794,0.459
1246,48,0,-0.988,-0.157,-9.047,0.799,0.482
1296,48,0,-0.987,-0.163,-9.366,0.797,0.485
1346,48,0,-0.986,-0.166,-9.562,0.789,0.466
1396,48,0,-0.986,-0.168,-9.677,0.771,0.431
1446,48,0,-0.986,-0.167,-9.613,0.741,0.398
1496,48,0,-0.987,-0.162,-9.337,0.707,0.387
1546,48,0,-0.988,-0.155,-8.910,0.691,0.409
1596,48,0,-0.989,-0.147,-8.460,0.693,0.455
1646,48,0,-0.990,-0.139,-7.980,0.692,0.508
1696,48,0,-0.991,-0.132,-7.566,0.684,0.560
1746,48,0,-0.991,-0.130,-7.471,0.675,0.612
1796,48,0,-0.991,-0.135,-7.757,0.666,0.644
1846,48,0,-0.990,-0.142,-8.173,0.657,0.642
1896,48,0,-0.990,-0.144,-8.278,0.650,0.630
1946,48,0,-0.991,-0.135,-7.745,0.650,0.645
1996,48,0,-0.993,-0.117,-6.713,0.662,0.678
2046,48,0,-0.995,-0.095,-5.466,0.684,0.698
2096,48,0,-0.997,-0.072,-4.102,0.706,0.686
2146,48,0,-0.999,-0.048,-2.747,0.726,0.661
2196,48,0,-1.000,-0.028,-1.631,0.744,0.639
2246,48,0,-1.000,-0.014,-0.792,0.752,0.615
2296,48,0,-1.000,-0.002,-0.113,0.744,0.577
2346,48,0,-1.000,0.004,0.244,0.724,0.535
2396,48,0,-1.000,-4.602E-4,-0.026,0.708,0.504
2446,48,0,-1.000,-0.012,-0.670,0.706,0.491
2496,48,0,-1.000,-0.018,-1.028,0.718,0.498
2546,48,0,-1.000,-0.014,-0.818,0.729,0.516
2596,48,0,-1.000,-0.003,-0.175,0.734,0.530
2646,48,0,-1.000,0.012,0.710,0.732,0.533
2696,48,0,-0.999,0.031,1.777,0.717,0.537
2746,48,0,-0.999,0.052,2.972,0.692,0.558
2796,48,0,-0.998,0.068,3.917,0.673,0.596
2846,48,0,-0.997,0.073,4.173,0.666,0.629
2896,48,0,-0.998,0.065,3.756,0.667,0.646
2946,48,0,-0.999,0.051,2.913,0.676,0.652
2996,48,0,-0.999,0.033,1.912,0.697,0.641
3046,48,0,-1.000,0.017,0.983,0.717,0.601
3096,48,0,-1.000,0.008,0.444,0.727,0.540
3146,48,0,-1.000,0.011,0.603,0.727,0.486
3196,48,0,-1.000,0.022,1.245,0.733,0.468
3246,48,0,-0.999,0.033,1.863,0.751,0.485
3296,48,0,-0.999,0.040,2.317,0.775,0.509
3346,48,0,-0.999,0.045,2.566,0.793,0.523
3396,48,0,-0.999,0.046,2.653,0.799,0.525
3446,48,0,-0.999,0.049,2.833,0.792,0.532
3496,48,0,-0.998,0.056,3.193,0.778,0.543
3546,48,0,-0.998,0.060,3.428,0.761,0.546
3596,48,0,-0.998,0.056,3.189,0.740,0.531
3646,48,0,-0.999,0.043,2.485,0.721,0.503
3696,48,0,-1.000,0.029,1.662,0.716,0.474
3746,48,0,-1.000,0.018,1.037,0.731,0.455
3796,48,0,-1.000,0.012,0.711,0.752,0.448
3846,48,0,-1.000,0.010,0.601,0.762,0.446
3896,48,0,-1.000,0.010,0.549,0.751,0.432
3946,48,0,-1.000,0.010,0.553,0.716,0.399
3996,48,0,-1.000,0.014,0.797,0.657,0.356
4046,48,0,-1.000,0.029,1.678,0.587,0.321
4096,48,0,-0.998,0.060,3.459,0.530,0.306
4146,48,0,-0.995,0.095,5.426,0.501,0.309
4196,48,0,-0.993,0.115,6.595,0.499,0.324
4246,48,0,-0.993,0.118,6.766,0.532,0.348
4296,48,0,-0.994,0.112,6.453,0.598,0.387
4346,48,0,-0.994,0.109,6.234,0.668,0.446
4396,48,0,-0.994,0.109,6.242,0.712,0.510
4446,48,0,-0.994,0.112,6.459,0.731,0.565
4496,48,0,-0.993,0.122,7.008,0.742,0.607
4546,48,0,-0.990,0.139,8.006,0.758,0.646
4596,48,0,-0.987,0.159,9.153,0.782,0.684
4646,48,0,-0.985,0.173,9.954,0.804,0.717
4696,48,0,-0.984,0.177,10.171,0.815,0.726
4746,48,0,-0.986,0.167,9.632,0.812,0.696
4796,48,0,-0.989,0.146,8.391,0.796,0.634
4846,48,0,-0.992,0.124,7.124,0.771,0.566
4896,48,0,-0.993,0.117,6.737,0.727,0.524
4946,48,0,-0.991,0.133,7.655,0.664,0.527
4996,48,0,-0.986,0.164,9.426,0.609,0.552
5046,48,0,-0.982,0.187,10.802,0.592,0.554
5096,48,0,-0.982,0.187,10.778,0.620,0.520
5146,48,0,-0.985,0.172,9.883,0.673,0.478
5196,48,0,-0.986,0.166,9.542,0.715,0.454
5246,48,0,-0.984,0.177,10.223,0.722,0.447
5296,48,0,-0.980,0.197,11.367,0.698,0.445
5346,48,0,-0.977,0.213,12.319,0.667,0.439
5396,48,0,-0.975,0.223,12.880,0.650,0.425
5446,48,0,-0.973,0.230,13.318,0.648,0.415
5496,48,0,-0.971,0.240,13.904,0.633,0.415
5546,48,0,-0.966,0.257,14.894,0.597,0.422
5596,48,0,-0.959,0.284,16.528,0.560,0.436
5646,48,0,-0.950,0.312,18.160,0.550,0.457
5696,48,0,-0.947,0.321,18.710,0.572,0.476
5746,48,0,-0.949,0.314,18.329,0.602,0.475
5796,48,0,-0.952,0.304,17.727,0.621,0.451
5846,48,0,-0.958,0.288,16.745,0.623,0.422
5896,48,0,-0.966,0.259,15.002,0.616,0.410
5946,48,0,-0.975,0.222,12.840,0.612,0.423
5996,48,0,-0.983,0.183,10.527,0.615,0.451
6046,48,0,-0.990,0.137,7.887,0.625,0.473
6096,48,0,-0.996,0.091,5.209,0.643,0.479
6146,48,0,-0.998,0.055,3.139,0.663,0.480
6196,48,0,-0.999,0.034,1.921,0.671,0.484
6246,48,0,-1.000,0.026,1.491,0.659,0.488
6296,48,0,-1.000,0.027,1.566,0.623,0.493
6346,48,0,-1.000,0.030,1.694,0.581,0.508
6396,48,0,-0.999,0.033,1.890,0.555,0.532
6446,48,0,-0.999,0.044,2.521,0.554,0.553
6496,48,0,-0.998,0.061,3.505,0.567,0.561
6546,48,0,-0.997,0.079,4.533,0.586,0.547
6596,48,0,-0.996,0.092,5.261,0.595,0.508
6646,48,0,-0.996,0.093,5.359,0.566,0.451
6696,48,0,-0.997,0.079,4.508,0.490,0.391
6746,48,0,-0.999,0.042,2.391,0.408,0.339
6796,48,0,-1.000,-0.005,-0.272,0.391,0.298
6846,48,0,-1.000,-0.028,-1.621,0.460,0.271
6896,48,0,-1.000,-0.023,-1.316,0.563,0.268
6946,48,0,-1.000,-0.011,-0.635,0.636,0.292
6996,48,0,-1.000,-0.015,-0.865,0.660,0.340
7046,48,0,-0.999,-0.042,-2.383,0.643,0.408
7096,48,0,-0.997,-0.076,-4.340,0.599,0.497
7146,48,0,-0.995,-0.095,-5.451,0.544,0.592
7196,48,0,-0.996,-0.089,-5.100,0.498,0.659
7246,48,0,-0.998,-0.061,-3.512,0.480,0.676
7296,48,0,-1.000,-0.026,-1.482,0.489,0.655
7346,48,0,-1.000,9.661E-4,0.055,0.505,0.621
7396,48,0,-1.000,0.012,0.684,0.514,0.577
7446,48,0,-1.000,0.012,0.678,0.521,0.518
7496,48,0,-1.000,0.010,0.590,0.540,0.455
7546,48,0,-1.000,0.009,0.527,0.569,0.406
7596,48,0,-1.000,-2.395E-4,-0.014,0.597,0.380
7646,48,0,-1.000,-0.023,-1.334,0.611,0.376
7696,48,0,-0.998,-0.055,-3.135,0.604,0.378
7746,48,0,-0.996,-0.093,-5.317,0.569,0.383
7796,48,0,-0.990,-0.140,-8.050,0.517,0.405
7846,48,0,-0.983,-0.181,-10.426,0.473,0.445
7896,48,0,-0.982,-0.190,-10.955,0.444,0.481
7946,48,0,-0.987,-0.159,-9.174,0.433,0.484
7996,48,0,-0.994,-0.112,-6.406,0.458,0.461
8046,48,0,-0.996,-0.086,-4.908,0.523,0.441
8096,48,0,-0.996,-0.087,-4.981,0.601,0.438
8146,48,0,-0.995,-0.098,-5.605,0.656,0.453
8196,48,0,-0.994,-0.110,-6.339,0.677,0.474
8246,48,0,-0.992,-0.124,-7.135,0.668,0.489
8296,48,0,-0.990,-0.138,-7.923,0.626,0.495
8346,48,0,-0.988,-0.152,-8.725,0.569,0.496
8396,48,0,-0.984,-0.175,-10.104,0.522,0.489
8446,48,0,-0.973,-0.227,-13.153,0.498,0.474
8496,48,0,-0.953,-0.300,-17.479,0.509,0.469
8546,48,0,-0.938,-0.346,-20.223,0.562,0.491
8596,48,0,-0.938,-0.345,-20.197,0.626,0.536
8646,48,0,-0.946,-0.323,-18.870,0.670,0.571
8696,48,0,-0.954,-0.298,-17.343,0.679,0.567
8746,48,0,-0.963,-0.270,-15.681,0.660,0.537
8796,48,0,-0.971,-0.238,-13.772,0.636,0.517
8846,48,0,-0.978,-0.208,-12.032,0.621,0.525
8896,48,0,-0.981,-0.192,-11.088,0.622,0.552
8946,48,0,-0.981,-0.191,-11.041,0.644,0.579
8996,48,0,-0.981,-0.196,-11.294,0.679,0.607
9046,48,0,-0.981,-0.193,-11.142,0.708,0.638
9096,48,0,-0.984,-0.180,-10.372,0.721,0.651
9146,48,0,-0.987,-0.162,-9.304,0.711,0.628
9196,48,0,-0.989,-0.147,-8.472,0.679,0.592
9246,48,0,-0.989,-0.147,-8.462,0.635,0.577
9296,48,0,-0.986,-0.163,-9.398,0.602,0.587
9346,48,0,-0.983,-0.182,-10.475,0.593,0.593
9396,48,0,-0.983,-0.184,-10.610,0.609,0.578
9446,48,0,-0.986,-0.164,-9.464,0.645,0.548
9496,48,0,-0.991,-0.135,-7.761,0.702,0.524
9546,48,0,-0.994,-0.111,-6.360,0.761,0.530
9596,48,0,-0.995,-0.095,-5.452,0.791,0.561
9646,48,0,-0.996,-0.084,-4.791,0.782,0.586
9696,48,0,-0.997,-0.074,-4.235,0.739,0.576
9746,48,0,-0.998,-0.069,-3.949,0.678,0.533
9796,48,0,-0.997,-0.073,-4.173,0.627,0.485
9846,48,0,-0.997,-0.075,-4.290,0.609,0.446
9896,48,0,-0.998,-0.056,-3.188,0.624,0.416
9946,48,0,-1.000,-0.018,-1.057,0.655,0.399
9996,48,0,-1.000,0.017,0.997,0.692,0.405
10046,48,0,-0.999,0.040,2.307,0.723,0.434
10096,48,0,-0.999,0.054,3.073,0.734,0.468
10146,48,0,-0.998,0.067,3.842,0.725,0.498
10196,48,0,-0.996,0.086,4.926,0.712,0.530
10246,48,0,-0.994,0.105,6.044,0.711,0.563
10296,48,0,-0.994,0.111,6.360,0.716,0.588
10346,48,0,-0.996,0.092,5.298,0.711,0.600
10396,48,0,-0.998,0.060,3.445,0.696,0.598
10446,48,0,-0.999,0.035,2.011,0.674,0.590
10496,48,0,-0.999,0.031,1.805,0.644,0.592
10546,48,0,-0.998,0.059,3.357,0.620,0.612
10596,48,0,-0.994,0.108,6.221,0.620,0.642
10646,48,0,-0.989,0.145,8.352,0.651,0.681
10696,48,0,-0.988,0.151,8.665,0.697,0.728
10746,48,0,-0.990,0.141,8.087,0.739,0.765
10796,48,0,-0.991,0.131,7.535,0.764,0.771
10846,48,0,-0.992,0.127,7.324,0.772,0.757
10896,48,0,-0.991,0.133,7.660,0.767,0.751
10946,48,0,-0.989,0.146,8.425,0.754,0.751
10996,48,0,-0.987,0.159,9.167,0.737,0.739
11046,48,0,-0.986,0.165,9.518,0.722,0.714
11096,48,0,-0.987,0.160,9.179,0.716,0.686
11146,48,0,-0.989,0.145,8.363,0.716,0.660
11196,48,0,-0.990,0.139,7.998,0.718,0.641
11246,48,0,-0.989,0.150,8.624,0.716,0.630
11296,48,0,-0.986,0.169,9.726,0.715,0.626
11346,48,0,-0.983,0.184,10.592,0.714,0.624
11396,48,0,-0.981,0.194,11.190,0.713,0.633
11446,48,0,-0.978,0.207,11.973,0.719,0.671
11496,48,0,-0.973,0.231,13.341,0.729,0.717
11546,48,0,-0.964,0.267,15.478,0.728,0.732
11596,48,0,-0.949,0.316,18.413,0.705,0.707
11646,48,0,-0.928,0.371,21.800,0.669,0.664
11696,48,0,-0.908,0.418,24.746,0.637,0.627
11746,48,0,-0.956,0.192,11.369,0.275,0.270
46,98,0,-0.389,0.920,67.099,0.368,0.270
96,98,0,-0.488,0.871,60.732,0.300,0.269
146,98,0,-0.633,0.771,50.644,0.258,0.283
196,98,0,-0.749,0.660,41.364,0.272,0.321
246,98,0,-0.819,0.571,34.894,0.310,0.382
296,98,0,-0.868,0.494,29.618,0.341,0.454
346,98,0,-0.907,0.419,24.803,0.366,0.507
396,98,0,-0.934,0.356,20.856,0.397,0.524
446,98,0,-0.950,0.310,18.088,0.446,0.514
496,98,0,-0.961,0.275,15.961,0.511,0.504
546,98,0,-0.971,0.237,13.740,0.573,0.515
596,98,0,-0.980,0.197,11.376,0.607,0.548
646,98,0,-0.988,0.152,8.763,0.606,0.583
696,98,0,-0.995,0.096,5.519,0.591,0.607
746,98,0,-0.999,0.040,2.290,0.595,0.616
796,98,0,-1.000,0.004,0.211,0.623,0.595
846,98,0,-1.000,-0.013,-0.772,0.656,0.539
896,98,0,-1.000,-0.021,-1.209,0.683,0.472
946,98,0,-1.000,-0.025,-1.418,0.703,0.422
996,98,0,-0.999,-0.032,-1.836,0.711,0.391
1046,98,0,-0.999,-0.052,-2.993,0.712,0.377
1096,98,0,-0.996,-0.086,-4.908,0.721,0.387
1146,98,0,-0.993,-0.121,-6.929,0.743,0.420
1196,98,0,-0.989,-0.147,-8.461,0.766,0.469
1246,98,0,-0.986,-0.164,-9.422,0.781,0.512
1296,98,0,-0.985,-0.175,-10.077,0.783,0.534
1346,98,0,-0.983,-0.185,-10.660,0.775,0.529
1396,98,0,-0.981,-0.194,-11.186,0.760,0.502
1446,98,0,-0.979,-0.202,-11.647,0.735,0.471
1496,98,0,-0.978,-0.208,-11.997,0.704,0.456
1546,98,0,-0.978,-0.209,-12.046,0.686,0.468
1596,98,0,-0.979,-0.203,-11.706,0.689,0.503
1646,98,0,-0.981,-0.191,-11.029,0.695,0.545
1696,98,0,-0.984,-0.177,-10.215,0.693,0.584
1746,98,0,-0.986,-0.167,-9.612,0.683,0.616
1796,98,0,-0.987,-0.163,-9.390,0.668,0.627
1846,98,0,-0.987,-0.162,-9.311,0.648,0.613
1896,98,0,-0.988,-0.155,-8.902,0.631,0.599
1946,98,0,-0.990,-0.138,-7.956,0.624,0.611
1996,98,0,-0.993,-0.118,-6.774,0.631,0.636
2046,98,0,-0.995,-0.096,-5.536,0.649,0.643
2096,98,0,-0.997,-0.072,-4.121,0.668,0.625
2146,98,0,-0.999,-0.045,-2.603,0.686,0.606
2196,98,0,-1.000,-0.023,-1.326,0.705,0.601
2246,98,0,-1.000,-0.008,-0.464,0.715,0.597
2296,98,0,-1.000,0.002,0.098,0.707,0.577
2346,98,0,-1.000,0.005,0.301,0.689,0.550
2396,98,0,-1.000,-9.849E-4,-0.056,0.680,0.530
2446,98,0,-1.000,-0.011,-0.657,0.686,0.518
2496,98,0,-1.000,-0.015,-0.865,0.699,0.513
2546,98,0,-1.000,-0.008,-0.482,0.706,0.514
2596,98,0,-1.000,0.005,0.309,0.699,0.515
2646,98,0,-1.000,0.023,1.334,0.681,0.508
2696,98,0,-0.999,0.044,2.509,0.649,0.501
2746,98,0,-0.998,0.064,3.674,0.611,0.506
2796,98,0,-0.997,0.078,4.474,0.587,0.528
2846,98,0,-0.997,0.080,4.602,0.582,0.551
2896,98,0,-0.997,0.072,4.104,0.585,0.562
2946,98,0,-0.998,0.055,3.150,0.593,0.560
2996,98,0,-0.999,0.034,1.925,0.606,0.544
3046,98,0,-1.000,0.012,0.706,0.620,0.509
3096,98,0,-1.000,-7.724E-4,-0.044,0.628,0.461
3146,98,0,-1.000,0.003,0.162,0.635,0.421
3196,98,0,-1.000,0.021,1.202,0.652,0.409
3246,98,0,-0.999,0.043,2.443,0.681,0.426
3296,98,0,-0.998,0.060,3.468,0.712,0.453
3346,98,0,-0.997,0.071,4.052,0.734,0.472
3396,98,0,-0.997,0.075,4.326,0.738,0.478
3446,98,0,-0.996,0.083,4.751,0.726,0.481
3496,98,0,-0.995,0.096,5.485,0.707,0.486
3546,98,0,-0.994,0.107,6.129,0.692,0.491
3596,98,0,-0.994,0.109,6.259,0.679,0.485
3646,98,0,-0.995,0.102,5.851,0.669,0.466
3696,98,0,-0.996,0.089,5.088,0.669,0.442
3746,98,0,-0.997,0.073,4.210,0.687,0.425
3796,98,0,-0.998,0.061,3.501,0.710,0.421
3846,98,0,-0.998,0.053,3.033,0.720,0.422
3896,98,0,-0.999,0.045,2.588,0.703,0.415
3946,98,0,-0.999,0.036,2.090,0.657,0.394
3996,98,0,-0.999,0.033,1.910,0.589,0.367
4046,98,0,-0.999,0.048,2.741,0.519,0.349
4096,98,0,-0.997,0.081,4.671,0.481,0.347
4146,98,0,-0.993,0.115,6.630,0.480,0.361
4196,98,0,-0.990,0.138,7.933,0.496,0.383
4246,98,0,-0.989,0.150,8.630,0.524,0.412
4296,98,0,-0.988,0.155,8.891,0.570,0.449
4346,98,0,-0.988,0.155,8.919,0.624,0.495
4396,98,0,-0.988,0.153,8.791,0.665,0.540
4446,98,0,-0.989,0.149,8.569,0.690,0.572
4496,98,0,-0.989,0.148,8.540,0.710,0.599
4546,98,0,-0.988,0.156,8.989,0.730,0.627
4596,98,0,-0.985,0.170,9.776,0.747,0.653
4646,98,0,-0.983,0.182,10.508,0.760,0.673
4696,98,0,-0.982,0.189,10.885,0.767,0.671
4746,98,0,-0.983,0.186,10.691,0.765,0.635
4796,98,0,-0.985,0.173,9.968,0.753,0.574
4846,98,0,-0.987,0.161,9.241,0.725,0.513
4896,98,0,-0.987,0.162,9.304,0.676,0.485
4946,98,0,-0.983,0.185,10.656,0.608,0.507
4996,98,0,-0.974,0.223,12.905,0.554,0.550
5046,98,0,-0.966,0.256,14.824,0.539,0.561
5096,98,0,-0.964,0.265,15.381,0.566,0.524
5146,98,0,-0.965,0.259,14.996,0.618,0.473
5196,98,0,-0.965,0.260,15.077,0.667,0.446
5246,98,0,-0.960,0.278,16.138,0.691,0.448
5296,98,0,-0.953,0.301,17.513,0.689,0.461
5346,98,0,-0.948,0.316,18.446,0.670,0.458
5396,98,0,-0.947,0.319,18.610,0.649,0.436
5446,98,0,-0.949,0.313,18.267,0.630,0.420
5496,98,0,-0.950,0.310,18.059,0.598,0.423
5546,98,0,-0.948,0.319,18.602,0.550,0.443
5596,98,0,-0.939,0.344,20.101,0.512,0.467
5646,98,0,-0.930,0.368,21.567,0.509,0.490
5696,98,0,-0.929,0.370,21.749,0.539,0.505
5746,98,0,-0.934,0.357,20.911,0.577,0.499
5796,98,0,-0.940,0.341,19.953,0.603,0.474
5846,98,0,-0.947,0.322,18.762,0.609,0.446
5896,98,0,-0.957,0.288,16.763,0.603,0.431
5946,98,0,-0.970,0.243,14.079,0.601,0.439
5996,98,0,-0.981,0.194,11.161,0.609,0.462
6046,98,0,-0.990,0.142,8.136,0.623,0.482
6096,98,0,-0.996,0.093,5.327,0.643,0.494
6146,98,0,-0.998,0.058,3.301,0.663,0.506
6196,98,0,-0.999,0.038,2.200,0.672,0.519
6246,98,0,-1.000,0.031,1.771,0.658,0.525
6296,98,0,-1.000,0.028,1.630,0.619,0.524
6346,98,0,-1.000,0.027,1.532,0.572,0.528
6396,98,0,-1.000,0.031,1.779,0.545,0.544
6446,98,0,-0.999,0.046,2.664,0.543,0.560
6496,98,0,-0.998,0.065,3.747,0.556,0.568
6546,98,0,-0.997,0.078,4.461,0.573,0.555
6596,98,0,-0.997,0.077,4.437,0.585,0.519
6646,98,0,-0.998,0.061,3.488,0.566,0.468
6696,98,0,-0.999,0.028,1.621,0.511,0.418
6746,98,0,-1.000,-0.012,-0.692,0.457,0.377
6796,98,0,-0.999,-0.038,-2.154,0.455,0.344
6846,98,0,-0.999,-0.035,-2.021,0.515,0.324
6896,98,0,-1.000,-0.017,-0.970,0.594,0.322
6946,98,0,-1.000,2.229E-4,0.013,0.645,0.340
6996,98,0,-1.000,-2.402E-4,-0.014,0.651,0.378
7046,98,0,-1.000,-0.026,-1.477,0.621,0.438
7096,98,0,-0.998,-0.061,-3.526,0.568,0.523
7146,98,0,-0.997,-0.081,-4.639,0.509,0.624
7196,98,0,-0.997,-0.073,-4.189,0.464,0.702
7246,98,0,-0.999,-0.046,-2.654,0.453,0.729
7296,98,0,-1.000,-0.014,-0.819,0.474,0.707
7346,98,0,-1.000,0.010,0.580,0.507,0.658
7396,98,0,-1.000,0.021,1.179,0.532,0.594
7446,98,0,-1.000,0.021,1.186,0.548,0.522
7496,98,0,-1.000,0.018,1.059,0.564,0.458
7546,98,0,-1.000,0.014,0.793,0.581,0.418
7596,98,0,-1.000,-0.002,-0.124,0.596,0.408
7646,98,0,-0.999,-0.031,-1.765,0.604,0.418
7696,98,0,-0.998,-0.062,-3.568,0.596,0.430
7746,98,0,-0.996,-0.092,-5.292,0.561,0.438
7796,98,0,-0.992,-0.125,-7.182,0.507,0.456
7846,98,0,-0.988,-0.155,-8.934,0.459,0.491
7896,98,0,-0.986,-0.167,-9.632,0.426,0.521
7946,98,0,-0.988,-0.151,-8.711,0.413,0.523
7996,98,0,-0.993,-0.121,-6.925,0.435,0.502
8046,98,0,-0.995,-0.103,-5.940,0.497,0.476
8096,98,0,-0.994,-0.106,-6.095,0.570,0.459
8146,98,0,-0.993,-0.119,-6.812,0.622,0.460
8196,98,0,-0.991,-0.136,-7.833,0.645,0.476
8246,98,0,-0.987,-0.157,-9.048,0.643,0.494
8296,98,0,-0.984,-0.179,-10.340,0.614,0.502
8346,98,0,-0.978,-0.205,-11.852,0.567,0.505
8396,98,0,-0.968,-0.248,-14.356,0.519,0.501
8446,98,0,-0.945,-0.324,-18.909,0.488,0.493
8496,98,0,-0.911,-0.410,-24.207,0.499,0.493
8546,98,0,-0.894,-0.447,-26.573,0.552,0.519
8596,98,0,-0.902,-0.431,-25.537,0.615,0.567
8646,98,0,-0.917,-0.397,-23.418,0.658,0.608
8696,98,0,-0.930,-0.366,-21.484,0.666,0.612
8746,98,0,-0.942,-0.334,-19.544,0.644,0.587
8796,98,0,-0.955,-0.296,-17.224,0.616,0.570
8846,98,0,-0.966,-0.259,-15.018,0.603,0.581
8896,98,0,-0.971,-0.238,-13.755,0.612,0.610
8946,98,0,-0.972,-0.233,-13.473,0.639,0.633
8996,98,0,-0.972,-0.234,-13.536,0.671,0.648
9046,98,0,-0.973,-0.230,-13.295,0.691,0.664
9096,98,0,-0.976,-0.216,-12.502,0.695,0.670
9146,98,0,-0.980,-0.198,-11.446,0.681,0.651
9196,98,0,-0.983,-0.185,-10.681,0.652,0.622
9246,98,0,-0.982,-0.188,-10.822,0.615,0.610
9296,98,0,-0.978,-0.209,-12.050,0.586,0.613
9346,98,0,-0.972,-0.234,-13.547,0.579,0.606
9396,98,0,-0.970,-0.242,-14.012,0.595,0.577
9446,98,0,-0.975,-0.222,-12.847,0.629,0.538
9496,98,0,-0.982,-0.186,-10.733,0.680,0.511
9546,98,0,-0.988,-0.154,-8.843,0.735,0.523
9596,98,0,-0.991,-0.134,-7.680,0.764,0.573
9646,98,0,-0.993,-0.120,-6.917,0.754,0.627
9696,98,0,-0.994,-0.108,-6.175,0.711,0.648
9746,98,0,-0.995,-0.096,-5.537,0.652,0.630
9796,98,0,-0.996,-0.094,-5.411,0.603,0.588
9846,98,0,-0.996,-0.094,-5.389,0.583,0.537
9896,98,0,-0.997,-0.073,-4.173,0.593,0.484
9946,98,0,-0.999,-0.029,-1.656,0.623,0.438
9996,98,0,-1.000,0.018,1.007,0.658,0.412
10046,98,0,-0.999,0.051,2.938,0.688,0.411
10096,98,0,-0.997,0.072,4.118,0.697,0.431
10146,98,0,-0.996,0.089,5.095,0.684,0.465
10196,98,0,-0.994,0.111,6.388,0.668,0.512
10246,98,0,-0.991,0.136,7.792,0.667,0.565
10296,98,0,-0.989,0.146,8.425,0.671,0.607
10346,98,0,-0.991,0.136,7.803,0.661,0.630
10396,98,0,-0.993,0.115,6.578,0.641,0.638
10446,98,0,-0.994,0.103,5.940,0.621,0.636
10496,98,0,-0.993,0.115,6.585,0.604,0.637
10546,98,0,-0.988,0.152,8.728,0.597,0.650
10596,98,0,-0.979,0.202,11.658,0.609,0.667
10646,98,0,-0.972,0.232,13.422,0.639,0.685
10696,98,0,-0.974,0.226,13.075,0.673,0.706
10746,98,0,-0.979,0.203,11.699,0.704,0.727
10796,98,0,-0.983,0.183,10.570,0.726,0.734
10846,98,0,-0.984,0.176,10.147,0.735,0.730
10896,98,0,-0.983,0.182,10.482,0.735,0.732
10946,98,0,-0.981,0.194,11.199,0.728,0.741
10996,98,0,-0.979,0.203,11.685,0.715,0.738
11046,98,0,-0.979,0.204,11.748,0.696,0.711
11096,98,0,-0.980,0.199,11.464,0.679,0.666
11146,98,0,-0.981,0.192,11.077,0.670,0.619
11196,98,0,-0.981,0.195,11.231,0.665,0.587
11246,98,0,-0.977,0.214,12.342,0.662,0.577
11296,98,0,-0.971,0.239,13.854,0.665,0.581
11346,98,0,-0.966,0.258,14.947,0.670,0.586
11396,98,0,-0.963,0.268,15.530,0.675,0.593
11446,98,0,-0.960,0.278,16.154,0.685,0.620
11496,98,0,-0.954,0.299,17.424,0.697,0.660
11546,98,0,-0.941,0.336,19.650,0.694,0.688
11596,98,0,-0.921,0.388,22.814,0.665,0.692
11646,98,0,-0.895,0.445,26.446,0.623,0.681
11696,98,0,-0.870,0.493,29.524,0.591,0.666
11746,98,0,-0.938,0.225,13.459,0.255,0.290
46,148,0,-0.276,0.960,73.953,0.375,0.322
96,148,0,-0.377,0.925,67.801,0.311,0.333
146,148,0,-0.516,0.854,58.856,0.267,0.358
196,148,0,-0.643,0.764,49.887,0.263,0.399
246,148,0,-0.737,0.674,42.450,0.283,0.452
296,148,0,-0.804,0.593,36.385,0.306,0.505
346,148,0,-0.856,0.516,31.059,0.322,0.538
396,148,0,-0.899,0.437,25.923,0.341,0.537
446,148,0,-0.933,0.360,21.081,0.380,0.515
496,148,0,-0.956,0.294,17.103,0.448,0.495
546,148,0,-0.971,0.240,13.900,0.523,0.499
596,148,0,-0.981,0.192,11.063,0.574,0.531
646,148,0,-0.990,0.142,8.153,0.587,0.571
696,148,0,-0.996,0.084,4.815,0.585,0.603
746,148,0,-0.999,0.030,1.698,0.597,0.620
796,148,0,-1.000,-0.005,-0.261,0.625,0.610
